college img,college name,college loc,college course,college fees,Open,AllIndia,Minority
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5100/2019/3/15/Campus,"Abhinav Education Society's College of Engineering and Technology, Wadwadi","Satara, MaharashtraCourses &amp;",BE Computer Science and Engineering,,76.37,72.8,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/8788/2018/10/4/Campus,"AP Shah Institute of Technology, Thane","Thane, Maharashtra",BE Computer Engineering,513 624,91.87,90.79,2.66
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3278/2019/6/7/Campus,"Sanjay Ghodawat University, Kolhapur","Mangaonwadi, Maharashtra",BE Computer Science Engineering,,78.63,61.89,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1630/2017/1/31/Indian-Institute-of-Information-Technology-Nagpur3.png,IIIT Nagpur - Indian Institute of Information Technology,"Nagpur, Maharashtra ReviewAdmissionsCourses &amp;",B.Tech Computer Science and Engineering,841 300,81.97,74.23,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4278/2019/3/23/Campus,"Shri Sant Gadge Baba College of Engineering and Technology, Bhusawal","Bhusawal, Maharashtra",B.Tech Computer Science and Engineering,,65.22,53.47,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4116/2018/9/25/college,"Jayawantrao Sawant College of Engineering, Pune","Pune, Maharashtra",BE Computer Engineering,,95.96,91.75,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4857/2019/4/2/Campus,"Ballarpur Institute of Technology, Chandrapur","Balharshah, Maharashtra",BE Computer Science and Engineering,,61.89,58.41,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4489/2018/10/15/campus,"Everest College of Engineering and Technology, Aurangabad","Aurangabad, Maharashtra",BE Computer Science and Engineering,170 000,63.21,55.1,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3845/2018/8/22/Mahatma-Gandhi-Missions-Jawaharlal-Nehru-Engineering-College-Aurangabad4.jpg,JNEC Aurangabad - Mahatma Gandhi Mission’s Jawaharlal Nehru Engineering College,"Aurangabad, Maharashtra",BE Computer Science and Engineering,600 000,75.36,68.27,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1960/2019/3/14/Campus,"Sipna College of Engineering and Technology, Amravati","Amravati, Maharashtra",BE Computer Science and Engineering,,64.89,57.36,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2529/2018/7/30/Tatyasaheb-Kore-Institute-of-Engineering-and-Technology-Kolhapur-CampusView.png,TKIET Warananagar - Tatyasaheb Kore Institute of Engineering and Technology,"Kolhapur, Maharashtra",B.Tech Computer Science and Engineering,393 600,62.78,49.87,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5322/2019/1/11/College,"Maharashtra Institute of Technology, Aurangabad","Aurangabad, Maharashtra",B.Tech Computer Science and Engineering,,91.5,82.9,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/22303/2020/8/18/Campus,"Mukesh Patel School of Technology Management and Engineering, Shirpur","Shirpur, Maharashtra  Fees",B.Tech Computer Engineering,,95.25,93.82,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3056/2019/6/6/Campus,"Smt Kashibai Navale College of Engineering, Vadgaon","Pune, Maharashtra",BE Computer Engineering,420 608,91.42,84.75,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3201/2019/4/1/Campus,"Shah and Anchor Kutchhi Engineering College, Mumbai","Mumbai, Maharashtra",B.Tech Computer Engineering,389 824,91.86,89.25,23.45
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4459/2020/11/23/Campus,"GH Raisoni College of Engineering and Management, Pune","Pune, Maharashtra",B.Tech Computer Engineering,419 960,57.18,84.56,8.27
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3076/2018/11/9/Campus,"Sinhgad Academy of Engineering, Kondhwa","Pune, Maharashtra",BE Computer Engineering,,13.25,49.95,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2539/2018/10/30/Buliding,"St Vincent Pallotti College of Engineering and Technology, Nagpur","Nagpur, Maharashtra",BE Computer Engineering,480 000,94.97,93.98,23.45
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2007/2018/10/5/Campus,"DY Patil College of Engineering and Technology, Kolhapur","Kolhapur, Maharashtra",B.Tech Computer Science and Engineering,449 240,83.71,74.56,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3596/2020/9/4/Campus-View,"PES College of Engineering, Aurangabad","Aurangabad, MaharashtraCourses &amp;",BE Computer Science and Engineering,,58.36,45.93,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4595/2018/11/8/Campus,"Deogiri Institute of Engineering and Management Studies, Aurangabad","Aurangabad, Maharashtra",B.Tech Computer Science and Engineering,,55.25,49.39,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/7107/2019/3/13/Campus,"CSMSS CHH Shahu College of Engineering, Aurangabad","Aurangabad, Maharashtra",B.Tech Computer Science and Engineering,320 000,65.14,58.27,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3074/2018/11/2/Campus,"Sinhgad Institute of Technology, Lonavala","Lonavala, Maharashtra",BE Computer Engineering,500 000,88.57,88.57,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3485/2019/3/23/College,"Prof Ram Meghe College of Engineering and Management, Badnera","Badnera, Maharashtra",BE Computer Science and Engineering,394 000,71.05,70.31,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2787/2018/10/12/Campus,"Theem College of Engineering, Thane","Maan, Maharashtra",BE Computer Engineering,250 000,6.77,65.38,1.57
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2021/2019/4/5/Campus,"ABMSP's Anantrao Pawar College of Engineering and Research, Pune","Pune, Maharashtra",BE Computer Engineering,,41.14,60.88,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5082/2018/10/6/Campus,"Adarsh Institute of Technology and Research Center, Sangli","Khambale Bhalvani, MaharashtraCourses &amp;",B.Tech Computer Science and Engineering,,57.15,75.28,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4362/2019/1/8/Campus,"Government College of Engineering, Chandrapur","Chandrapur, Maharashtra",BE Computer Science and Engineering,,78.96,81.67,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3795/2019/3/23/College,"GS Mandal's Marathwada Institute of Technology, Aurangabad","Aurangabad, Maharashtra",BE Computer Science and Engineering,308 000,73.05,75.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/17672/2018/12/4/Campus,"GH Raisoni Institute of Engineering and Technology, Nagpur","Nagpur, Maharashtra",BE Artificial Intelligence,,86.14,84.78,7.14
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3320/2019/3/18/Campus,"SVPM's College of Engineering, Pune","Pune, Maharashtra",BE Computer Engineering,256 404,84.27,71.9,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2622/2019/3/20/College,"Viva Institute of Technology, Thane","Thane, Maharashtra",BE Computer Engineering,244 000,61.68,63.06,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3534/2019/4/1/Campus,"Pillais HOC College of Engineering and Technology, Rasayani","Rasayani, Maharashtra",BE Computer Engineering,392 160,92.95,89.26,2.11
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3282/2019/3/23/Campus,"Sandip Institute of Engineering and Management, Nashik","Nashik, Maharashtra",BE Computer Engineering,,83.06,69.34,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3578/2020/9/5/Campus-View,"Padmabhooshan Vasantdada Patil Institute of Technology, Pune","Pune, Maharashtra",BE Computer Engineering,,88.83,82.77,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4801/2019/3/22/Building,"Bharati Vidyapeeth's College of Engineering, Kolhapur","Kolhapur, Maharashtra",B.Tech Computer Science and Engineering,288 000,89,90.32,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3086/2018/11/2/Campus-View,"Smt Indira Gandhi College of Engineering, Navi Mumbai","Navi Mumbai, Maharashtra  FeesCutoff",BE Computer Engineering,,83.16,78.23,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3073/2019/3/27/Campus,"Sinhgad Institute of Technology and Science, Narhe","Pune, Maharashtra",BE Computer Engineering,,88.57,88.57,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3659/2019/3/6/Campus,"RMD Sinhgad School of Engineering, Warje","Pune, Maharashtra  FeesCutoff",BE Computer Engineering,,61.18,71.15,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3601/2018/10/16/Campus,"PR Pote College of Engineering and Management, Amravati","Amravati, MaharashtraCourses &amp;",BE Computer Science and Engineering,400 000,45.12,56.93,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4084/2019/3/22/Campus,"KDK College of Engineering, Nagpur","Nagpur, Maharashtra",BE Computer Science Engineering,400 000,59.31,79.49,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3187/2018/10/13/College,"Sharad Institute of Technology, College of Engineering, Yadrav","Ichalkaranji, Maharashtra",B.Tech Computer Science and Engineering,,25.81,31.99,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4134/2018/9/25/Parking,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal","Yavatmal, Maharashtra",BE Computer Science and Engineering,,19.64,27.54,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4461/2019/3/27/College,"GH Raisoni Institute of Engineering and Technology, Pune","Pune, Maharashtra",BE Computer Engineering,,57.18,84.56,8.27
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4545/2018/10/2/Campus,"Dr JJ Magdum College of Engineering, Jaysingpur","Jaysingpur, Maharashtra  FeesCutoff",BE Computer Science and Engineering,,35.69,74.54,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3129/2018/9/21/Campus,"Shri Jaykumar Rawal Institute of Technology, Dondaicha","Dondaicha, Maharashtra",B.Tech Computer Science and Engineering,,21.23,33.25,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/29003/2020/2/4/Campus,"Vijaybhoomi University, Mumbai","Mumbai, MaharashtraAdmissions",BE Artificial Intelligence,12 80 000,74.63,81.89,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3782/2019/2/21/Campus,"Matoshri College of Engineering and Research Centre, Nashik","Nashik, Maharashtra",BE Computer Engineering,,60.69,52.43,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2018/2019/5/27/Campus,"Bharati Vidyapeeth's College of Engineering for Women, Pune","Pune, Maharashtra",B.Tech Computer Engineering,4 15 864,85.86,85.86,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2538/2019/1/16/Campus,"Shram Sadhana Bombay Trust's College of Engineering and Technology, Jalgaon","Jalgaon, Maharashtra",BE Computer Engineering,3 07 760,69.63,63.0640792,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3897/2019/4/2/Campus,"MS Bidve Engineering College, Latur","Latur, Maharashtra",B.Tech Computer Science and Engineering,3 23 804,13.36,30.5,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/8785/2018/9/25/Campus,"Bharat College of Engineering, Thane","Thane, MaharashtraCourses &amp;",BE Computer Engineering,2 80 000,10.7,26.08,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2008/2019/3/13/College,"DY Patil School of Engineering Academy, Ambi","Talegaon Dabhade, Maharashtra",BE Computer Engineering,2 60 000,64,74.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2857/2019/3/26/Campus-View,"College of Engineering, Pandharpur","Kondharki, Maharashtra  Fees",BE Computer Science and Engineering,3 60 000,81.96,75.67,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/23641/2019/6/18/Campus-View,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule","Dhule, Maharashtra  FeesCutoff",B.Tech Computer Engineering,,71.05,70.31,20.49
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1969/2019/3/22/College,"RH Sapat College of Engineering, Management Studies and Research, Nashik","Nashik, Maharashtra",BE Computer Engineering,234 424,86.31,70.62,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/8789/2019/3/14/Mechanical,"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel","Panvel, MaharashtraCourses &amp;",BE Computer Engineering,,19.3,53.52,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2773/2018/9/26/Campus,"Trinity College of Engineering and Research, Pune","Yewalewadi, Maharashtra",BE Computer Engineering,368 320,86.16,56.16,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3484/2019/3/22/Campus,"Prof Ram Meghe Institute of Technology and Research, Badnera","Mhasala, Maharashtra",BE Computer Science and Engineering,480 000,85.36,89.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3144/2019/3/22/College,"Sanjay Bhokare Group of Institutes, Miraj","Miraj, Maharashtra",B.Tech Computer Engineering,320 000,14.32,7.64,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3091/2020/9/3/Campus,"Siddhant College of Engineering, Pune","Sudumbre, Maharashtra",BE Computer Science and Engineering,260 000,67.99,75.81,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4028/2018/10/5/Campus,"Karmaveer Bhaurao Patil College of Engineering, Satara","Satara, Maharashtra",B.Tech Computer Science and Engineering,446 492,78.54,67.16,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/28998/2020/2/6/Campus,"GH Raisoni University, Amravati","Amravati, Maharashtra",B.Tech Artificial Intelligence,,86.14,84.78,7.14
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/24174/2019/7/31/Campus,"Nutan College of Engineering and Research, Pune","Talegaon Dabhade, Maharashtra  FeesCutoff",B.Tech Computer Science and Engineering,188 360,91.05,84.75,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2759/2019/3/28/Campus,"Tulsiramji Gaikwad Patil College of Engineering and Technology, Nagpur","Mohgaon, MaharashtraCourses &amp;",BE Aeronautical Engineering,360 000,31.8,27.39,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3572/2020/9/7/Campus-View,"Padmashri Dr VB Kolte College of Engineering, Malkapur","Malkapur, Maharashtra",BE Computer Science and Engineering,228 000,56.38,50.69,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4977/2018/10/17/Campus,"Anuradha Engineering College, Buldana","Chikhli, Maharashtra",B.Tech Computer Science and Engineering,270 040,41.67,38.85,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3796/2019/2/28/College,"Marathwada Mitra Mandal's Institute of Technology, Pune","Shinde Wasti, Maharashtra",BE Computer Engineering,360 000,73.05,75.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1996/2019/3/13/College,"JD College of Engineering and Management, Nagpur","Nagpur, Maharashtra",B.Tech Artificial Intelligence,,44.71,69.34,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3171/2018/10/12/Campus,"Shivajirao S Jondhle College of Engineering and Technology, Thane","Dombivli, MaharashtraCourses &amp;",BE Computer Engineering,338 000,44.71,69.34,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/987/2019/7/9/Guest,"Gondwana University, Gadchiroli","Gadchiroli, Maharashtra",BE Computer Science and Engineering,,65.58,59.76,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4172/2019/3/25/Two,"ISB and M School of Technology, Pune","Nande, Maharashtra",BE Computer Engineering,312 000,78.63,69.13,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5253/2018/8/28/Shri-Vithal-Education-and-Research-Institutes-College-of-Engineering-Solapur14.png,"Shri Vithal Education and Research Institute's College of Engineering, Solapur","Solapur, Maharashtra",BE Computer Science and Engineering,350 000,57.63,54.98,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4086/2018/9/22/Campus,"KJ College of Engineering and Management Research, Pune","Yewalewadi, Maharashtra",BE Computer Engineering,366 000,20.51,58.99,0
