college_img,college_name,college_loc,college_course,college_fees,Open,AllIndia,Minority
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/18/2018/11/1/Rashtrasant,RTMNU Nagpur - Rashtrasant Tukadoji Maharaj Nagpur University,"Nagpur, Maharashtra ReviewAdmissionsCourses &amp;",BE Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3252/2018/4/19/Campus-View.jpg,SPCE Mumbai - Sardar Patel College of Engineering,"Mumbai, Maharashtra",B.Tech Mechanical Engineering,336 800,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3861/2018/8/22/MIT-Academy-of-Engineering-Pune2.jpg,"MIT Academy of Engineering, Pune","Pune, Maharashtra",B.Tech Mechanical Engineering,622 948,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/17608/2020/12/22/Campus,"MIT School of Engineering, Pune","Pune, Maharashtra ReviewAdmissionsCourses &amp;",B.Tech Mechanical Engineering,818 000,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3991/2018/11/9/College,"KIT's College of Engineering, Kolhapur","Gokul Shirgaon, Maharashtra",B.Tech Mechanical Engineering,441 320,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/1350/2018/6/5/Ajeenkya-DY-Patil-University-Pune-Campus6.jpg,"Ajeenkya DY Patil University, Pune","Pune, Maharashtra",B.Tech Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/17619/2018/12/3/Campus,"Government College of Engineering, Nagpur","Khapri, Maharashtra  FeesCutoff",BE Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2599/2018/7/31/Walchand-Institute-of-Technology-Solapur-CV1.jpg,WIT Solapur - Walchand Institute of Technology,"Solapur, Maharashtra",B.Tech Mechanical Engineering,422 028,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4475/2018/4/20/Campus-View.jpg,FCRIT Navi Mumbai - Fr C Rodrigues Institute of Technology,"Navi Mumbai, Maharashtra",BE Mechanical Engineering,544 780,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2014/2018/9/25/College,"Don Bosco Institute of Technology, Mumbai","Mumbai, Maharashtra  Fees",BE Mechanical Engineering,503 824,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3102/2018/8/7/Dwarkadas-J-Sanghvi-College-Campus-View.png,DJSCE Mumbai - Dwarkadas J Sanghvi College of Engineering,"Mumbai, Maharashtra",BE Mechanical Engineering,732 736,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3052/2018/8/7/Shri-Sant-Gajanan-Maharaj-College-of-Engineering-Shegaon-Guest-House.jpg,SSGMCE Shegaon - Shri Sant Gajanan Maharaj College of Engineering,"Shegaon, Maharashtra",BE Mechanical Engineering,240 000,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4117/2020/8/20/Campus,"Imperial College of Engineering and Research, Pune","Pune, Maharashtra",BE Mechanical Engineering,425 000,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2909/2018/8/4/St-Francis-Institute-of-Technology-Mumbai-Building.jpg,"St Francis Institute of Technology, Mumbai","Mumbai, Maharashtra",BE Mechanical Engineering,460 000,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2549/2018/10/3/College,"PE Society's Modern College of Engineering, Pune","Pune, Maharashtra",B.Tech Mechanical Engineering,415 540,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4366/2018/10/1/Campus,"Government College of Engineering, Jalgaon","Jalgaon, Maharashtra",B.Tech Mechanical Engineering,331 784,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3456/2018/9/27/Campus,"RC Patel Institute of Technology, Shirpur","Shirpur, Maharashtra",BE Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3422/2019/3/30/Campus,"Rajarshi Shahu College of Engineering, Tathawade","Pimpri-Chinchwad, Maharashtra",B.Tech Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/7558/2019/1/18/Campus,"Narsee Monjee Institute of Management Studies, Shirpur","Savalade, Maharashtra",B.Tech Mechanical Engineering,,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2581/2018/7/31/Yeshwantrao-Chavan-College-of-Engineering-Nagpur-Campus-view.jpg,YCCE Nagpur - Yeshwantrao Chavan College of Engineering,"Nagpur, Maharashtra",BE Mechanical Engineering,607 204,,,
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3533/2020/9/4/Campu-View,"Pillai College of Engineering, New Panvel","Panvel, Maharashtra  FeesCutoff",BE Mechanical Engineering,503 020,,,
