college_img,college_name,college_loc,college_course,college_fees,Open,AllIndia,Minority
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4842/2020/8/4/Campus,"Bapurao Deshmukh College of Engineering, Wardha","Wardha, Maharashtra",BE Civil Engineering,,73.11,51.45,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5066/2018/10/31/Campus,"Adsul's Technical Campus, Ahmednagar","Chas, MaharashtraCourses &amp;",BE Civil Engineering,268 000,29.81,0,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/3050/2019/3/22/College,"SNJB's Late Sau Kantabai Bhavarlalji Jain College of Engineering, Nashik","Nashik, Maharashtra",BE Civil Engineering,356 000,78.34,10.89,44.93
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2583/2019/3/18/College,"Yashoda Technical Campus, Satara","Satara, Maharashtra",B.Tech Civil Engineering,268 000,5.59,0,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/7109/2020/8/20/Campus,"Ideal Institute of Technology, Wada","Posheri, Maharashtra",BE Civil Engineering,,0,0,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/116/2018/5/31/IIT-Bombay-26.jpg,IIT Bombay - Indian Institute of Technology,"Mumbai, Maharashtra",B.Tech Civil Engineering,908 400,99.62,99.87,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/4635/2018/4/19/Campus-View-2.jpeg,COEP Pune - College of Engineering,"Pune, Maharashtra",B.Tech Civil Engineering,339 450,98.93,97.63,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2702/2018/8/1/Veermata-Jijabai-Technological-Institute-Mumbai5.jpg,VJTI Mumbai - Veermata Jijabai Technological Institute,"Mumbai, Maharashtra",B.Tech Civil Engineering,322 300,98.94,96.55,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/186/2018/6/21/Symbiosis-Institute-of-Technology-Pune1.jpg,SIT Pune - Symbiosis Institute of Technology,"Pune, Maharashtra",B.Tech Civil Engineering,10 40 000,88.63,84.24,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/144/2018/4/5/VNIT-Nagpur-11.jpg,VNIT Nagpur - Visvesvaraya National Institute of Technology,"Nagpur, Maharashtra",B.Tech Civil Engineering,538 300,87.54,85.32,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/5030/2018/5/18/AISSMS-College-of-Engineering-Pune1.jpg,"AISSMS College of Engineering, Pune","Pune, Maharashtra",BE Civil Engineering,632 000,75.66,71.58,0
https://cache.careers360.mobi/media/colleges/social-media/media-gallery/2530/2018/4/19/Events.jpg,MPSTME Mumbai - Mukesh Patel School of Technology Management and Engineering,"Mumbai, Maharashtra",B.Tech Civil Engineering,12 46 000,62.12,58.24,0
